CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
TIGHITCO LATINOAMERICA,01-East,724101400,1134,229.59,904.41
TIGHITCO LATINOAMERICA,01-East,724281410,894,339.83,554.17
TIGHITCO LATINOAMERICA,01-East,733444300,799.2,123.75,675.45
TIGHITCO LATINOAMERICA,01-East,733423800,310.4,38.28,272.12
TIMSCO INTERNATIONAL,01-East,734830000,3420,454.1,2965.9
TINKER OMEGA,02-Central,734311100,404.36,35.3,369.06
TINKER OMEGA,02-Central,734211200,243.46,23.38,220.08
"TK HOLDINGS, INC.",01-East,733030800,255496.5,114509.22,140987.28
TOBIASON STUDIO,01-East,739561100,552.72,93.32,459.4
TOLEDO ENGINEERING CO INC,01-East,777750076,8697.6,4632,4065.6
TOLEDO ENGINEERING CO INC,01-East,795763000,6606.6,1950.48,4656.12
TOLEDO ENGINEERING CO INC,01-East,795762000,4340.4,1212.38,3128.02
TOLEDO ENGINEERING CO INC,01-East,777763000,2246.64,1797.84,448.8
TOLEDO ENGINEERING CO INC,01-East,793260000,728,159.84,568.16
TOLEDO ENGINEERING CO INC,01-East,793260074,152,81.66,70.34
TOLEDO ENGINEERING CO INC,02-Central,777761000,810,658.8,151.2
TOLEDO ENGINEERING CO INC,02-Central,792620000,427.6,86.74,340.86
TOLEDO ENGINEERING CO INC,02-Central,793330000,230,52.03,177.97
TORTOLITA CREATIONS,01-East,733151500,958,54.11,903.89
TOSOH SMD,02-Central,766121000,2625,81.75,2543.25
TOWANDA METADYNE,01-East,764521000,1306,53.13,1252.87
TRACHTE BUILDING SYSTEMS,01-East,764601000,1498.8,315.8,1183
TRACHTE BUILDING SYSTEMS,02-Central,764601010,139008.8,25897.62,113111.18
TRACHTE BUILDING SYSTEMS,02-Central,764601000,34479.48,7301.95,27177.53
TRAEGERBROTHERS,02-Central,764861000,9412,659.08,8752.92
TRAEGERBROTHERS,02-Central,737912200,6909,1273.26,5635.74
TRAEGERBROTHERS,02-Central,734711100,308.92,54.1,254.82
TRANSCO PRODUCTS INC,02-Central,739741100,4530.24,1205.14,3325.1
TRANSCO PRODUCTS INC,02-Central,732429300,1310,94.02,1215.98
TRANSCO PRODUCTS INC,02-Central,793330000,863,52.02,810.98
TRANSCO PRODUCTS INC,02-Central,793346074,474,74.14,399.86
TRANSCO,01-East,764703110,10492.44,3665.52,6826.92
TRANSCO,01-East,764643052,4490.64,1501.95,2988.69
TREIBACHER SCHLEIFMITTEL,01-East,764821000,430,15.36,414.64
TREMCO INC,02-Central,768217310,17000,2874.46,14125.54
TREMCO INC,02-Central,768217320,17000,4113.35,12886.65
TRI-CITY INSULATION DIST.,01-East,735602000,113975,41332.68,72642.32
TRI-CITY INSULATION DIST.,01-East,735750000,1700,661.12,1038.88
TRI-CITY INSULATION DIST.,01-East,764601000,592,105.27,486.73
TRIDENT DISTRIBUTION,01-East,735602000,15960,4832.6,11127.4
TRIDENT DISTRIBUTION,01-East,735602110,13680,4284.15,9395.85
TRIDENT DISTRIBUTION,01-East,735752000,3400,1367.98,2032.02
TRIDENT FLUID POWER,02-Central,739761100,464.16,207.6,256.56
TRINITY INDUSTRIES INC,01-East,764703110,2541045.92,854580.05,1686465.87
TRINITY INDUSTRIES INC,01-East,764633510,357725.36,95000.01,262725.35
TRINITY INDUSTRIES INC,01-East,764706110,22374.24,7479.56,14894.68
TRIPLEX INC,01-East,770830000,10406,339.14,10066.86
TRIPLEX INC,01-East,771132000,2266,79.02,2186.98
TRIPLEX INC,02-Central,732820000,3669.12,168.08,3501.04
TRIPLEX INC,02-Central,766081010,3347,105.39,3241.61
TRIPLEX INC,02-Central,770580000,1598,89.66,1508.34
TRISTATE INDUSTRIAL,02-Central,739561100,3870.38,773.11,3097.27
TRISTATE INDUSTRIAL,02-Central,734910000,2998.8,626.6,2372.2
TRISTATE INDUSTRIAL,02-Central,764262000,1230.4,135.24,1095.16
TRISTATE INDUSTRIAL,02-Central,738561000,802.94,248.27,554.67
TRISTATE INDUSTRIAL,02-Central,733671000,722.74,119.66,603.08
TRISTATE INDUSTRIAL,02-Central,777601000,543.3,144.04,399.26
TRIUMPH INSULATION,01-East,733648000,29800976.28,18922952.69,10878023.59
TRIUMPH INSULATION,01-East,733649000,5645789.16,3636906.92,2008882.24
TRIUMPH INSULATION,01-East,733640000,145765.8,61147,84618.8
TROXLER ELECTRONIC,02-Central,734311100,381.48,33.7,347.78
TRULITE GLASS & ALUMINUM,01-East,739741100,12854.4,5049.6,7804.8
TRULITE GLASS & ALUMINUM,01-East,734651200,584,73.5,510.5
TTM TECHNOLOGIES INC.,01-East,733525500,1505,140.78,1364.22
TURPEN & ASSOCIATES,01-East,770540000,3629.5,184.78,3444.72
TWIN CC SUPPLY,01-East,777601000,409.92,58.8,351.12
TWIN COMMANDER AIRCRAFT,02-Central,770200000,666,42.41,623.59
U S ARTIST SERVICE,01-East,777601000,386.72,72.02,314.7
U S DEPARTMENT OF ENERGY,02-Central,764861000,1923,76.05,1846.95
U S MARINE CORPS.,02-Central,777601000,386.72,72.02,314.7
"UNICAL AVIATION, INC.",01-East,732820000,3494.4,147.02,3347.38
UNICIRCUIT INC.,01-East,733464500,4828,484.36,4343.64
UNICIRCUIT INC.,01-East,733525500,2190,211.17,1978.83
UNIFRAX (SHANGHAI) LTD.,09-China,735657000,14256,10565.89,3690.11
UNIFRAX (SHANGHAI) LTD.,09-China,735655000,8325.2,6239.17,2086.03
UNIFRAX (SHANGHAI) LTD.,09-China,734990000,438.72,328.65,110.07
UNIFRAX (SHANGHAI) LTD.,09-China,734211200,31.55,23.38,8.17
UNIFRAX (SHANGHAI) LTD.,9x-Export,733525500,972.5,703.93,268.57
UNIFRAX (SHANGHAI) LTD.,9x-Export,734611100,910,673.91,236.09
UNIFRAX (SHANGHAI) LTD.,9x-Export,734211200,770.75,570.94,199.81
UNIFRAX (SHANGHAI) LTD.,9x-Export,793060300,91.48,68.05,23.43
UNIFRAX AUSTRALIA PTY LTD,09-China,732820000,205.97,147.02,58.95
UNIFRAX AUSTRALIA PTY LTD,09-China,777601000,72.02,72.02,0
UNIFRAX AUSTRALIA PTY LTD,9x-Export,735602000,26835.6,19165.06,7670.54
UNIFRAX AUSTRALIA PTY LTD,9x-Export,764902000,8046,5746.84,2299.16
UNIFRAX AUSTRALIA PTY LTD,9x-Export,732820000,235.2,168.08,67.12
UNIFRAX AUSTRALIA PTY LTD,9x-Export,734030000,220.5,157.54,62.96
UNIFRAX EMISSION CONTROL,9x-Export,734751200,19817.5,3770.74,16046.76
UNIFRAX EMISSION CONTROL,9x-Export,779988364,214.8,45.22,169.58
UNIFRAX FRANCE,9x-Export,735602115,17419.6,12944.86,4474.74
UNIFRAX FRANCE,9x-Export,735602116,12740,9410.36,3329.64
UNIFRAX FRANCE,9x-Export,735602110,3920,2800.22,1119.78
UNIFRAX FRANCE,9x-Export,735602000,1294.7,924.63,370.07
UNIFRAX GMBH,9x-Export,793160000,37523.26,26801.84,10721.42
UNIFRAX LTD.,9x-Export,726020007,2481.84,1694.63,787.21
UNIFRAX LTD.,9x-Export,723960000,494,352.92,141.08
UNIFRAX LTD.,9x-Export,720219100,202.95,145.47,57.48
UNIFRAX LTD.,9x-Export,732905000,197.23,140.83,56.4
UNIFRAX S.R.O.,9x-Export,793409000,27048.71,19320.73,7727.98
UNIFRAX S.R.O.,9x-Export,793408000,21003.18,15002.56,6000.62
UNILUX ADVANCED,01-East,764341000,45277.5,24555.05,20722.45
UNILUX ADVANCED,01-East,764261000,20136,10782.65,9353.35
UNIMIN CORP.,02-Central,754465000,6249.54,1364.71,4884.83
UNIMIN CORP.,02-Central,754045000,3950.64,1096.89,2853.75
UNION TANK CAR,02-Central,764643054,4467.24,2084.66,2382.58
UNION TANK CAR,02-Central,764643052,3235.95,1501.92,1734.03
UNITED CHIMNEY,01-East,734611100,178.72,26.96,151.76
UNITED MATERIALS INT'L,01-East,727000140,780,217.28,562.72
UNITED MECHANICAL & METAL,01-East,774191000,810,288.86,521.14
UNITED MECHANICAL & METAL,01-East,774401000,726,220.42,505.58
UNITED MECHANICAL & METAL,01-East,774141000,265,77.28,187.72
UNITED SEAL & RUBBER CO,02-Central,733403300,2323.2,215.46,2107.74
UNIV. of  NORTH DAKOTA,02-Central,764261000,424,22.9,401.1
UNIVERSAL DYNAMICS INC.,02-Central,733741000,816,238.13,577.87
UNIVERSAL REFRACTORIES,02-Central,726000240,126770.4,46592.78,80177.62
UNIVERSAL REFRACTORIES,02-Central,726020005,110613.6,26962.98,83650.62
UNIVERSITY ILLINOIS,02-Central,738561000,582.4,124.14,458.26
UNIVERSITY OF ALABAMA,01-East,764221000,223,16.92,206.08
UNIVERSITY OF ALABAMA,02-Central,792730000,547.4,62.56,484.84
UNIVERSITY OF ALBERTA,07-Canada Direct,737912200,523,86.72,436.28
UNIVERSITY OF ARKANSAS,01-East,764301000,167.5,9.28,158.22
UNIVERSITY OF CONNECTICUT,01-East,734311100,381.48,33.7,347.78
UNIVERSITY OF FLORIDA,02-Central,764762000,508,30.29,477.71
UNIVERSITY OF MINN,02-Central,764601000,326,13.29,312.71
UNIVERSITY OF NOTRE DAME,02-Central,764521000,320,13.3,306.7
UNIVERSITY OF WISCONSIN,02-Central,793260074,328.5,39.17,289.33
UPSTATE REFRACTORY SERVIC,01-East,764821000,100462.5,39653.64,60808.86
UPSTATE REFRACTORY SERVIC,01-East,766121000,65370.4,19817.36,45553.04
UPSTATE REFRACTORY SERVIC,01-East,764901000,36433.5,14832.31,21601.19
UPSTATE REFRACTORY SERVIC,01-East,766126500,34384,7774.34,26609.66
UPSTATE REFRACTORY SERVIC,01-East,779980240,34339.86,23057.79,11282.07
UPSTATE REFRACTORY SERVIC,01-East,779980223,31171.14,21368.85,9802.29
UPSTATE REFRACTORY SERVIC,01-East,766162000,25765.05,9797.8,15967.25
UPSTATE REFRACTORY SERVIC,01-East,764821073,18000,14580,3420
UPSTATE REFRACTORY SERVIC,01-East,781670000,16953.03,8281.68,8671.35
UPSTATE REFRACTORY SERVIC,01-East,770560000,16165,2678.28,13486.72
UPSTATE REFRACTORY SERVIC,01-East,777601000,15275.96,5387.01,9888.95
UPSTATE REFRACTORY SERVIC,01-East,780290000,13764.59,5681.14,8083.45
UPSTATE REFRACTORY SERVIC,01-East,764040000,13180.32,2743.44,10436.88
UPSTATE REFRACTORY SERVIC,01-East,737321000,12520.8,10520.64,2000.16
UPSTATE REFRACTORY SERVIC,01-East,739681100,11068.17,5420.7,5647.47
UPSTATE REFRACTORY SERVIC,01-East,779959551,10623,3469.92,7153.08
UPSTATE REFRACTORY SERVIC,01-East,764781040,10610.1,4147.41,6462.69
UPSTATE REFRACTORY SERVIC,01-East,782070000,10357.2,5412.89,4944.31
UPSTATE REFRACTORY SERVIC,01-East,733525600,9625,1501.94,8123.06
UPSTATE REFRACTORY SERVIC,01-East,770530000,9145.25,1455.66,7689.59
UPSTATE REFRACTORY SERVIC,01-East,779957701,8352,3949.47,4402.53
UPSTATE REFRACTORY SERVIC,01-East,755107000,8304.08,2404.09,5899.99
UPSTATE REFRACTORY SERVIC,01-East,733525500,8218,1262.38,6955.62
UPSTATE REFRACTORY SERVIC,01-East,779951021,8200.5,4161.51,4038.99
UPSTATE REFRACTORY SERVIC,01-East,764901073,7080,5832,1248
UPSTATE REFRACTORY SERVIC,01-East,779957700,6733.8,3585.66,3148.14
UPSTATE REFRACTORY SERVIC,01-East,733221200,6462.24,1819.95,4642.29
UPSTATE REFRACTORY SERVIC,01-East,754495000,5897.2,2875.45,3021.75
UPSTATE REFRACTORY SERVIC,01-East,777904301,5702.61,2584.3,3118.31
UPSTATE REFRACTORY SERVIC,01-East,764822000,5580,1928.47,3651.53
UPSTATE REFRACTORY SERVIC,01-East,733151500,5412.4,948.26,4464.14
UPSTATE REFRACTORY SERVIC,01-East,764861000,5267.25,2390.71,2876.54
UPSTATE REFRACTORY SERVIC,01-East,737902100,5142.8,1488.99,3653.81
UPSTATE REFRACTORY SERVIC,01-East,733211000,4789.8,1088.2,3701.6
UPSTATE REFRACTORY SERVIC,01-East,737912200,4772.5,1084.03,3688.47
UPSTATE REFRACTORY SERVIC,01-East,781630000,4176,2233.14,1942.86
UPSTATE REFRACTORY SERVIC,01-East,754286000,3886.85,1669.09,2217.76
UPSTATE REFRACTORY SERVIC,01-East,779951023,3727.5,2131.95,1595.55
UPSTATE REFRACTORY SERVIC,01-East,777903700,3692.82,1512.27,2180.55
UPSTATE REFRACTORY SERVIC,01-East,718501000,3496.5,948.31,2548.19
UPSTATE REFRACTORY SERVIC,01-East,764601000,3342.55,1074.13,2268.42
UPSTATE REFRACTORY SERVIC,01-East,718500000,3196.8,858.84,2337.96
UPSTATE REFRACTORY SERVIC,01-East,754467000,2668.08,1502.16,1165.92
UPSTATE REFRACTORY SERVIC,01-East,764902000,2655,961.17,1693.83
UPSTATE REFRACTORY SERVIC,01-East,764781000,2572.5,1009.41,1563.09
UPSTATE REFRACTORY SERVIC,01-East,764342110,2554.5,1582.43,972.07
UPSTATE REFRACTORY SERVIC,01-East,781590000,2523.1,1182.42,1340.68
UPSTATE REFRACTORY SERVIC,01-East,739561200,2135.04,867.98,1267.06
UPSTATE REFRACTORY SERVIC,01-East,739561100,2049.76,599.74,1450.02
UPSTATE REFRACTORY SERVIC,01-East,780370000,1958.88,776.12,1182.76
UPSTATE REFRACTORY SERVIC,01-East,733211050,1865.3,441.07,1424.23
UPSTATE REFRACTORY SERVIC,01-East,764521000,1786.15,611.37,1174.78
UPSTATE REFRACTORY SERVIC,01-East,764906000,1770,654.37,1115.63
UPSTATE REFRACTORY SERVIC,01-East,738361000,1366.84,657.88,708.96
UPSTATE REFRACTORY SERVIC,01-East,733510000,1239,283.45,955.55
UPSTATE REFRACTORY SERVIC,01-East,734990000,1149.6,273.88,875.72
UPSTATE REFRACTORY SERVIC,01-East,782030000,1130.4,544.53,585.87
UPSTATE REFRACTORY SERVIC,01-East,767990000,1035.08,442.34,592.74
UPSTATE REFRACTORY SERVIC,01-East,764601500,969,2036.62,-1067.62
UPSTATE REFRACTORY SERVIC,01-East,755007000,950.76,349.89,600.87
UPSTATE REFRACTORY SERVIC,01-East,734900000,798.04,530.64,267.4
UPSTATE REFRACTORY SERVIC,01-East,739641100,772.2,412.29,359.91
UPSTATE REFRACTORY SERVIC,01-East,734611100,654.89,135.9,518.99
UPSTATE REFRACTORY SERVIC,01-East,764826200,600,298.76,301.24
UPSTATE REFRACTORY SERVIC,01-East,742520110,585.5,165.28,420.22
UPSTATE REFRACTORY SERVIC,01-East,770260000,544.5,67.63,476.87
UPSTATE REFRACTORY SERVIC,01-East,727000140,520,79.18,440.82
UPSTATE REFRACTORY SERVIC,01-East,734830000,492,89.29,402.71
UPSTATE REFRACTORY SERVIC,01-East,733221400,416.16,128.48,287.68
UPSTATE REFRACTORY SERVIC,01-East,764482000,412.2,156.62,255.58
UPSTATE REFRACTORY SERVIC,01-East,764827061,412,178.43,233.57
UPSTATE REFRACTORY SERVIC,01-East,777901300,374.78,147.04,227.74
UPSTATE REFRACTORY SERVIC,01-East,777650000,307.9,142.44,165.46
UPSTATE REFRACTORY SERVIC,01-East,734810000,272.2,217.84,54.36
UPSTATE REFRACTORY SERVIC,01-East,733741000,232.4,119.06,113.34
UPSTATE REFRACTORY SERVIC,01-East,764825000,198,64.56,133.44
UPSTATE REFRACTORY SERVIC,01-East,733725500,168,73.67,94.33
UPSTATE REFRACTORY SERVIC,01-East,764341000,149.53,58.39,91.14
UPSTATE REFRACTORY SERVIC,01-East,764301000,136.65,55.67,80.98
UPSTATE REFRACTORY SERVIC,01-East,764762000,135.2,60.58,74.62
UPSTATE REFRACTORY SERVIC,01-East,764561000,129.5,42,87.5
UPSTATE REFRACTORY SERVIC,01-East,779957258,75.6,47.96,27.64
UPSTATE REFRACTORY SERVIC,01-East,764761000,70.4,31.86,38.54
UPSTATE REFRACTORY SERVIC,01-East,764261000,58.2,22.9,35.3
UPSTATE REFRACTORY SERVIC,02-Central,777601000,223.71,72.02,151.69
US JOINER LLC,01-East,768127000,1000,293.56,706.44
US JOINER LLC,01-East,768111200,580,157.21,422.79
"US TOOL GRINDING, INC.",01-East,739781100,1232.16,491.52,740.64
USDA FOREST SERVICE,01-East,738521000,556.48,298.56,257.92
UTLX CARROTANQUES,01-East,764643052,359.55,166.88,192.67
UTLX MANUFACTURING INC.,01-East,764643054,727058.28,339146.1,387912.18
UTLX MANUFACTURING INC.,01-East,764643052,424628.55,197089.6,227538.95
UTLX MANUFACTURING INC.,01-East,764752120,29726.4,7388.55,22337.85
UTLX MANUFACTURING,01-East,764643054,851928.72,397436.56,454492.16
UTLX MANUFACTURING,01-East,764643052,429302.7,199259.09,230043.61
UTLX MANUFACTURING,01-East,764901000,2211.25,80.07,2131.18
UTSU CO. LTD JAPAN,9x-Export,734311100,6691.08,587.3,6103.78
V-J ELECTRONIC ASSEMBLIES,01-East,740103000,792.96,115.03,677.93
V-J ELECTRONIC ASSEMBLIES,01-East,740123000,670.32,121.37,548.95
VA MEDICAL CENTER,01-East,770222000,1022.25,65.43,956.82
VA MEDICAL CENTER,01-East,770520000,958.5,41.85,916.65
VACUFORM INC.,02-Central,726000062,1211838,944838.76,266999.24
VACUFORM INC.,02-Central,727063007,300081,221460.21,78620.79
VACUFORM INC.,02-Central,764521000,133222,54468.93,78753.07
VACUFORM INC.,02-Central,768022000,115520,64239.41,51280.59
VACUFORM INC.,02-Central,764341000,66602,37208.36,29393.64
VACUFORM INC.,02-Central,727000060,62880,52418.38,10461.62
VACUFORM INC.,02-Central,793000000,43274.4,21804.26,21470.14
VACUFORM INC.,02-Central,764347010,38884,18700.95,20183.05
VACUFORM INC.,02-Central,764521073,29348,28380,968
VACUFORM INC.,02-Central,764521061,21344,20448,896
VACUFORM INC.,02-Central,739951051,17157.92,12256.36,4901.56
VACUFORM INC.,02-Central,766166000,9840,4449.48,5390.52
VACUFORM INC.,02-Central,764481000,6480,3596.55,2883.45
VACUFORM INC.,02-Central,726000240,2700,2091.85,608.15
VACUFORM INC.,02-Central,764342000,2656,1489.52,1166.48
VACUFORM INC.,02-Central,734851000,1352.33,570.9,781.43
VACUFORM INC.,02-Central,766122000,1086,345.15,740.85
VACUFORM INC.,02-Central,768211000,500,467.78,32.22
VACUFORM INC.,02-Central,764522000,200.1,80.16,119.94
VACUUM OVEN,02-Central,764481000,346,16.94,329.06
VALERO OIL,01-East,734830000,6840,908.2,5931.8
"VAN HORN, METZ & CO",01-East,779987651,13392.5,2310.46,11082.04
"VAN HORN, METZ & CO",01-East,720219100,1208.55,45.84,1162.71
VAN PACKER COMPANY,02-Central,768540000,9055.2,2565.63,6489.57
VAN PACKER COMPANY,02-Central,768530000,8962.2,2562.32,6399.88
VAN PACKER COMPANY,02-Central,768511000,8940,2563.05,6376.95
VAN PACKER COMPANY,02-Central,764522000,666,26.72,639.28
VAN PACKER COMPANY,02-Central,779900912,232,0,232
VAN PACKER COMPANY,02-Central,779900911,116,0,116
VASTEX INTERNATIONAL,01-East,733725500,300,73.67,226.33
VATANA PHAISAL ENGNRG CO.,9x-Export,733403200,29376.6,2677.57,26699.03
VEITSCH-RADEX AMERICA INC,02-Central,733182300,99316.8,34104.2,65212.6
VEITSCH-RADEX AMERICA INC,02-Central,764821000,819,322.51,496.49
VEITSCH-RADEX AMERICA INC,02-Central,764781000,318,118.32,199.68
VESUVIUS MEXICO SA DE CV,9x-Export,733586600,514771.2,328196.46,186574.74
VESUVIUS MEXICO SA DE CV,9x-Export,733571000,172566.72,125708.88,46857.84
VESUVIUS MEXICO SA DE CV,9x-Export,733403300,145368.96,68065.19,77303.77
VESUVIUS MEXICO SA DE CV,9x-Export,733566300,12355.2,7137.6,5217.6
VESUVIUS MEXICO SA DE CV,9x-Export,733464900,7109.4,4933.61,2175.79
VESUVIUS MEXICO SA DE CV,9x-Export,764781000,6874,3867.56,3006.44
VESUVIUS MEXICO SA DE CV,9x-Export,733490600,4328,2388.36,1939.64
VESUVIUS MEXICO SA DE CV,9x-Export,733496000,4328,2388.36,1939.64
VESUVIUS MEXICO SA DE CV,9x-Export,764821000,2402,933.36,1468.64
VESUVIUS MEXICO SA DE CV,9x-Export,732662000,1119.02,210.44,908.58
VESUVIUS USA,01-East,764520500,20000,9265.58,10734.42
VESUVIUS USA,01-East,764521000,12000,6382.59,5617.41
VESUVIUS USA,02-Central,726020033,1841764.8,1483084.98,358679.82
VESUVIUS USA,02-Central,726020009,1061860.8,875649.81,186210.99
VESUVIUS USA,02-Central,726020023,225735.6,179382.66,46352.94
VESUVIUS USA,02-Central,726000240,108527.04,75478.27,33048.77
VESUVIUS USA,02-Central,793000000,21572.4,11281.38,10291.02
VESUVIUS USA,02-Central,777904402,1098,745.52,352.48
VESUVIUS USA,02-Central,793060300,392.4,198.83,193.57
VESUVIUS USA,07-Canada Direct,726020018,25500,12032.49,13467.51
VIRGINIA TECH,02-Central,733464500,298,29.52,268.48
VIRGINIA-CAROLINA REF INC,02-Central,762134000,232819.16,99634.79,133184.37
VIRGINIA-CAROLINA REF INC,02-Central,762114000,36000,17985.68,18014.32
VIRGINIA-CAROLINA REF INC,02-Central,718500000,4114.56,1288.26,2826.3
VIRGINIA-CAROLINA REF INC,02-Central,764821000,115,30.72,84.28
VISHAY DALE ELECTRONICS,01-East,734030000,17464.5,3847.08,13617.42
VISUAL COMMUNICATION,01-East,777587000,4791.26,192.16,4599.1
VITRO AUTOMOTRIZ SA DE CV,01-East,733525600,1470,136.54,1333.46
VITRO VIDRIO Y CRISTAL,01-East,779571000,22545.15,5551.2,16993.95
VSP TECHNOLOGIES,02-Central,770280000,4043.75,310.89,3732.86
W. D. EQUIPMENT CO.,01-East,738542000,13711.68,5081.61,8630.07
W. D. EQUIPMENT CO.,01-East,764526600,3960,1827.94,2132.06
W. D. EQUIPMENT CO.,01-East,739781100,2115.36,856.89,1258.47
W. D. EQUIPMENT CO.,01-East,764526500,1832.6,645.21,1187.39
W. D. EQUIPMENT CO.,01-East,764481000,1274,351.77,922.23
W. D. EQUIPMENT CO.,01-East,764521000,1225.4,292.54,932.86
W. D. EQUIPMENT CO.,01-East,764526520,965.25,346.76,618.49
W. D. EQUIPMENT CO.,01-East,766081010,837,109.11,727.89
W. D. EQUIPMENT CO.,01-East,739681100,793.26,361.38,431.88
W. D. EQUIPMENT CO.,01-East,738561000,708.48,248.27,460.21
W. D. EQUIPMENT CO.,01-East,774631000,486,52.77,433.23
W. D. EQUIPMENT CO.,01-East,764523020,457.6,111.09,346.51
W. D. EQUIPMENT CO.,01-East,774901000,453,59.34,393.66
W. D. EQUIPMENT CO.,01-East,737912200,444.55,86.72,357.83
W. D. EQUIPMENT CO.,01-East,739561000,292.82,86.19,206.63
W. D. EQUIPMENT CO.,01-East,739661100,265.68,150.5,115.18
W. D. EQUIPMENT CO.,01-East,764526610,114.4,52.48,61.92
WAHL REFRACTORIES,01-East,733510000,591,212.59,378.41
WAHL REFRACTORIES,02-Central,733510000,9456,3401.46,6054.54
WAHL REFRACTORIES,02-Central,777901100,5280.24,1870.6,3409.64
WAHL REFRACTORIES,02-Central,777902300,2640.12,982.01,1658.11
WAHL REFRACTORIES,02-Central,733525500,1319.5,130.06,1189.44
WAHOO,01-East,720252303,1150.5,26.51,1123.99
WALL COLMONOY CORP,01-East,733510000,2715,362.96,2352.04
WALTER MORENO,01-East,768144200,271.5,13.16,258.34
WARDELL  PUBLICATIONS INC,01-East,733671000,3071.04,351.87,2719.17
WASHINGTON MILLS,01-East,724281200,4091,576.48,3514.52
WASHINGTON MILLS,01-East,733464500,611,62.05,548.95
WASHINGTON MILLS,01-East,764781000,454,20.45,433.55
WASHINGTON MILLS,01-East,764901000,425.25,16.14,409.11
WASHINGTON UNIVERISTY IN,01-East,737912200,326.5,45.47,281.03
WATCO MECHANICAL SERVICES,02-Central,764643054,30406.32,3713.98,26692.34
WATCO MECHANICAL SERVICES,02-Central,764643100,3049.2,1059.9,1989.3
WATCO MECHANICAL,02-Central,764643054,5715.36,698.28,5017.08
WATCO MECHANICAL,02-Central,764706120,2222.64,326.91,1895.73
WATCO MECHANICAL,02-Central,764643052,1372.14,166.88,1205.26
WATT FUEL CELL,01-East,732820000,3494.4,147.02,3347.38
WEATHERFORD LABS,07-Canada Direct,733484800,6320,780.71,5539.29
